CANDIDATE_ID,CANDIDATE_NAME,CANDIDATE_OFFICE,CANDIDATE_STATE,CANDIDATE_DISTRICT,COMMITTEE_ID,COMMITTEE_NAME,SB_IMAGE_NUM,PAYEE_NAME,PAYEE_STREET,PAYEE_CITY,PAYEE_STATE,DISBURSEMENT_DESCRIPTION,DISBURSEMENT_DATE,COMMUNICATION_DATE,PUBLIC_DISBURSEMENT_DATE,REPORTED_DISBURSEMENT_AMOUNT,NUMBER_OF_CANDIDATES,CALCULATED_CANDIDATE_SHARE
"S8WI00026","FEINGOLD, RUSSELL D","S","WI","00","C30001648","AMERICAN ACTION NETWORK","10932121746","SMART MEDIA GROUP","814 KING STREET STE 400","ALEXANDRIA","VA","MEDIA TV AD PRODUCTION - BUCKET","30-SEP-10","30-SEP-10","30-SEP-10","290395","1","290395"
"H8NV03036","TITUS, DINA","H","NV","03","C30001648","AMERICAN ACTION NETWORK","10931520520","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","SKYPE TV AD PROD/AIR TIME PURCHASE","12-OCT-10","14-OCT-10","14-OCT-10","705000","1","705000"
"H6OH06095","WILSON, CHARLES A","H","OH","06","C30001648","AMERICAN ACTION NETWORK","10931520687","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","READ THIS TV AD PROD/AIR TIME PURCHASE","12-OCT-10","14-OCT-10","14-OCT-10","505000","1","505000"
"H0PA12132","CRITZ, MARK","H","PA","12","C30001648","AMERICAN ACTION NETWORK","10931522071","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","REPEAL TV AD PROD/AIR TIME PURCHASE","12-OCT-10","14-OCT-10","14-OCT-10","435000","1","435000"
"H8CT04172","HIMES, JIM","H","CT","04","C30001648","AMERICAN ACTION NETWORK","10931522142","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","READ THIS TV AD PROD/AIR TIME PURCHASE","12-OCT-10","14-OCT-10","14-OCT-10","75000","1","75000"
"H6CT05124","MURPHY, CHRISTOPHER","H","CT","05","C30001648","AMERICAN ACTION NETWORK","10931522332","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","READ THIS TV AD PROD/AIR TIME PURCHASE","12-OCT-10","14-OCT-10","14-OCT-10","485000","1","485000"
"H6MN01174","WALZ, TIMOTHY J","H","MN","01","C30001648","AMERICAN ACTION NETWORK","10931522565","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","BACKPACK TV AD PROD/AIR TIME PURCHASE","12-OCT-10","14-OCT-10","14-OCT-10","175000","1","175000"
"H8VA11062","CONNOLLY, GERRY","H","VA","11","C30001648","AMERICAN ACTION NETWORK","10931524630","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","BACKPACK TV AD PROD/AIR TIME PURCHASE","12-OCT-10","14-OCT-10","14-OCT-10","850000","1","850000"
"H8VA05106","PERRIELLO, THOMAS STUART PRICE","H","VA","05","C30001648","AMERICAN ACTION NETWORK","10931524717","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","BACKPACK TV AD PROD/AIR TIME PURCHASE","12-OCT-10","14-DEC-10","14-OCT-10","185000","1","185000"
"H2VA09010","BOUCHER, FREDERICK C","H","VA","09","C30001648","AMERICAN ACTION NETWORK","10931524728","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","READ THIS TV AD PROD/AIR TIME PURCHASE","12-OCT-10","14-OCT-10","14-OCT-10","226000","1","226000"
"H6WI08122","KAGEN, STEVEN L.","H","WI","08","C30001648","AMERICAN ACTION NETWORK","10931541158","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","WALLPAPER TV AD PROD / AIR TIME PURCH","12-OCT-10","13-OCT-10","13-OCT-10","130000","1","130000"
"H8OR05107","SCHRADER, KURT","H","OR","05","C30001648","AMERICAN ACTION NETWORK","10931541161","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","WALLPAPER TV AD PROD /AIR TIME PURCH","12-OCT-10","13-OCT-10","13-OCT-10","350000","1","350000"
"H4IN02101","DONNELLY, JOSEPH SIMON MR.","H","IN","02","C30001648","AMERICAN ACTION NETWORK","10931541166","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","WALLPAPER TV AD PROD / AIR TIME PURCH","12-OCT-10","13-OCT-10","13-OCT-10","120000","1","120000"
"H8MI07096","SCHAUER, MARK HAMILTON","H","MI","07","C30001648","AMERICAN ACTION NETWORK","10931541169","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","SECRET TV AD PROD/AIR TIME PURCH","12-OCT-10","13-OCT-10","13-OCT-10","370000","1","370000"
"H6CO07023","PERLMUTTER, EDWIN G","H","CO","07","C30001648","AMERICAN ACTION NETWORK","10931541172","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","HIDING TV AD PROD/AIR TIME PURCHASE","12-OCT-10","13-OCT-10","13-OCT-10","725000","1","725000"
"H8NM01224","HEINRICH, MARTIN","H","NM","01","C30001648","AMERICAN ACTION NETWORK","10931541191","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","WALLPAPER TV AD PROD/AIR TIME PURCH","12-OCT-10","13-OCT-10","13-OCT-10","275000","1","275000"
"S2WA00189","MURRAY, PATTY","S","WA","00","C30001648","AMERICAN ACTION NETWORK","10931552709","SMART MEDIA GROUP","814 KING STREET STE 400","ALEXANDRIA","VA","OUCH TV MEDIA PURCHASE","08-OCT-10","12-OCT-10","12-OCT-10","652584.69","1","652584.69"
"H0NH02181","KUSTER, ANN MCLANE","H","NH","02","C30001648","AMERICAN ACTION NETWORK","10931636559","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","EXTREME TV AD PROD AND AIR TIME PURCHA","12-OCT-10","14-OCT-10","14-OCT-10","875000","1","875000"
"H0WV01106","OLIVERIO, MICHAEL A. II","H","WV","01","C30001648","AMERICAN ACTION NETWORK","10931636921","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","ORDER TV PROD AND AIR TIME PURCHASE","12-OCT-10","14-OCT-10","14-OCT-10","225000","1","225000"
"H4IN02101","DONNELLY, JOSEPH SIMON MR.","H","IN","02","C30001648","AMERICAN ACTION NETWORK","10931758433","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","NAKED TV AD PROD / AIR TIME PURCH","12-OCT-10","21-OCT-10","21-OCT-10","199000","1","199000"
"H8NM01224","HEINRICH, MARTIN","H","NM","01","C30001648","AMERICAN ACTION NETWORK","10931758559","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","NAKED TV AD PROD / AIR TIME PURCH","12-OCT-10","21-OCT-10","21-OCT-10","275000","1","275000"
"H6WI08122","KAGEN, STEVEN L.","H","WI","08","C30001648","AMERICAN ACTION NETWORK","10931758586","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","NAKED TV AD PROD/AIR TIME PURCH","12-OCT-10","21-OCT-10","21-OCT-10","130000","1","130000"
"H8VA05106","PERRIELLO, THOMAS STUART PRICE","H","VA","05","C30001648","AMERICAN ACTION NETWORK","10931758625","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","NAKED TV AD PROD /AIR TIME PURCH","12-OCT-10","21-OCT-10","21-OCT-10","49000","1","49000"
"H8OR05107","SCHRADER, KURT","H","OR","05","C30001648","AMERICAN ACTION NETWORK","10931758766","WF OR MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","NAKED TV AD PROD / AIR TIME PURCH","12-OCT-10","21-OCT-10","21-OCT-10","390000","1","390000"
"H0PA12132","CRITZ, MARK","H","PA","12","C30001648","AMERICAN ACTION NETWORK","10931758771","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","TAXES TV AD PROD/AIR TIME PURCH","12-OCT-10","22-OCT-10","22-OCT-10","435000","1","435000"
"H2SD00092","HERSETH SANDLIN, STEPHANIE M","H","SD","00","C30001648","AMERICAN ACTION NETWORK","10931759107","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","WASTED TV AD PROD/AIR TIME PURCH","12-OCT-10","22-OCT-10","22-OCT-10","231000","1","231000"
"H0WV01106","OLIVERIO, MICHAEL A. II","H","WV","01","C30001648","AMERICAN ACTION NETWORK","10931759126","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","FIRST TV AD PROD/AIR TIME PURCH","12-OCT-10","22-OCT-10","22-OCT-10","225000","1","225000"
"H6CT05124","MURPHY, CHRISTOPHER","H","CT","05","C30001648","AMERICAN ACTION NETWORK","10931759132","WF OR MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","47 TV AD PROD/AIR TIME PURCHASE","12-OCT-10","22-OCT-10","22-OCT-10","379000","1","379000"
"H6CO07023","PERLMUTTER, EDWIN G","H","CO","07","C30001648","AMERICAN ACTION NETWORK","10931759183","WF OF R MEDIA","411 BRANCHWAY","RICHMOND","VA","SKYPE TV AD PROD/AIR TIME PURCH","12-OCT-10","22-OCT-10","22-OCT-10","725000","1","725000"
"H6OH06095","WILSON, CHARLES A","H","OH","06","C30001648","AMERICAN ACTION NETWORK","10931759189","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","RIDICULOUS TV AD PROD/AIR TIME PURCH","12-OCT-10","22-OCT-10","22-OCT-10","505000","1","505000"
"H6CT05124","MURPHY, CHRISTOPHER","H","CT","05","C30001648","AMERICAN ACTION NETWORK","10931768109","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","MESS TV AD PROD AND AIR TIME PURCHASE","12-OCT-10","26-OCT-10","26-OCT-10","14750","1","14750"
"H2SD00092","HERSETH SANDLIN, STEPHANIE M","H","SD","00","C30001648","AMERICAN ACTION NETWORK","10931772045","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","LEADERSHIP TV AD PROD AND AIR TIME PUR","12-OCT-10","28-OCT-10","28-OCT-10","146135","1","146135"
"H8NM01224","HEINRICH, MARTIN","H","NM","01","C30001648","AMERICAN ACTION NETWORK","10931772224","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","REMEMBER TV AD PROD/AIR TIME PURCH","12-OCT-10","28-OCT-10","28-OCT-10","449730","1","449730"
"H0WV01106","OLIVERIO, MICHAEL A. II","H","WV","01","C30001648","AMERICAN ACTION NETWORK","10931772234","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","FIRST TV AD PROD/AIR TIME PURCH","12-OCT-10","28-OCT-10","28-OCT-10","149700","1","149700"
"H6CT05124","MURPHY, CHRISTOPHER","H","CT","05","C30001648","AMERICAN ACTION NETWORK","10931772424","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","MESS REVISED TV AD PROD/AIR TIME PURCH","12-OCT-10","28-OCT-10","28-OCT-10","123150","1","123150"
"H0PA12132","CRITZ, MARK","H","PA","12","C30001648","AMERICAN ACTION NETWORK","10931772432","WF OF R MEDIA","411 BRANNCHWAY ROAD","RICHMOND","VA","QUIT CRITZ TV AD PROD/AIR TIME PURCH","12-OCT-10","28-OCT-10","28-OCT-10","177310","1","177310"
"H8VA11062","CONNOLLY, GERRY","H","VA","11","C30001648","AMERICAN ACTION NETWORK","10931772437","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","DC","NAKED CONNOLLY TV AD PROD/AIR TIME PUR","12-OCT-10","28-OCT-10","28-OCT-10","950000","1","950000"
"H6MN01174","WALZ, TIMOTHY J","H","MN","01","C30001648","AMERICAN ACTION NETWORK","10931772482","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","NAKED WALZ TV AD PROD/AIR TIME PURCH","12-OCT-10","28-OCT-10","28-OCT-10","99975","1","99975"
"H2SD00092","HERSETH SANDLIN, STEPHANIE M","H","SD","00","C30001648","AMERICAN ACTION NETWORK","10931524100","WF OF R MEDIA","411 BRANCHWAY ROAD","RICHMOND","VA","TV AD PROD AND AIR TIME PURCHASE","12-OCT-10","14-OCT-10","14-OCT-10","231000","1","231000"
"H6WI08122","KAGEN, STEVEN L.","H","WI","08","C30000798","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","10991059473","VISUALITY","5980 EXECUTIVE DRIVE","MADISON","WI","RADIO AD JOBS","11-AUG-10","12-AUG-10","12-AUG-10","15000","1","15000"
"H0NY23081","OWENS, WILLIAM","H","NY","23","C30000798","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","10991059473","THE CAMPAIGN GROUP INC.","1600 LOCUST STREET","PHILADELPHIA","PA","RADIO AD JOBS","10-AUG-10","12-AUG-10","12-AUG-10","53539","6","8923.17"
"H8FL24026","KOSMAS, SUZANNE","H","FL","24","C30000798","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","10991059473","THE CAMPAIGN GROUP INC.","1600 LOCUST STREET","PHILADELPHIA","PA","RADIO AD JOBS","10-AUG-10","12-AUG-10","12-AUG-10","53539","6","8923.17"
"H6FL00046","BOYD, F. ALLEN JR.","H","FL","02","C30000798","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","10991059473","THE CAMPAIGN GROUP INC.","1600 LOCUST STREET","PHILADELPHIA","PA","RADIO AD JOBS","10-AUG-10","12-AUG-10","12-AUG-10","53539","6","8923.17"
"H8MD01086","KRATOVIL, FRANK M MR. JR","H","MD","01","C30000798","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","10991059473","THE CAMPAIGN GROUP INC.","1600 LOCUST STREET","PHILADELPHIA","PA","RADIO AD JOBS","10-AUG-10","12-AUG-10","12-AUG-10","53539","6","8923.17"
"H4NH02175","HODES, PAUL W","H","NH","02","C30000798","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","10991059473","THE CAMPAIGN GROUP INC.","1600 LOCUST STREET","PHILADELPHIA","PA","RADIO AD JOBS","10-AUG-10","12-AUG-10","12-AUG-10","53539","6","8923.17"
"H6NH01230","SHEA-PORTER, CAROL","H","NH","01","C30000798","AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, AFL-CIO","10991059473","THE CAMPAIGN GROUP INC.","1600 LOCUST STREET","PHILADELPHIA","PA","RADIO AD JOBS","10-AUG-10","12-AUG-10","12-AUG-10","53539","6","8923.17"
"S0MA00075","COAKLEY, MARTHA","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030211123","MCCARTHY MARCUS HENNINGS","1850 M STREET NW SUITE 235","WASHINGTON","DC","","07-JAN-10","07-JAN-10","07-JAN-10","30000","2","15000"
"S0MA00109","BROWN, SCOTT P","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030211123","MCCARTHY MARCUS HENNINGS","1850 M STREET NW SUITE 235","WASHINGTON","DC","","07-JAN-10","07-JAN-10","07-JAN-10","30000","2","15000"
"S0MA00109","BROWN, SCOTT P","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030211123","MENTZER MEDIA","600 FAIRMONT AVENUE SUITE 306","TOWSON","MD","","06-JAN-10","07-JAN-10","07-JAN-10","300000","2","150000"
"S0MA00075","COAKLEY, MARTHA","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030211123","MENTZER MEDIA","600 FAIRMONT AVENUE SUITE 306","TOWSON","MD","","06-JAN-10","07-JAN-10","07-JAN-10","300000","2","150000"
"S0MA00109","BROWN, SCOTT P","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030213049","MENTZER MEDIA","600 FAIRMONT AVENUE SUITE 306","TOWSON","MD","","11-JAN-10","12-JAN-10","12-JAN-10","79000","2","39500"
"S0MA00075","COAKLEY, MARTHA","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030213049","MENTZER MEDIA","600 FAIRMONT AVENUE SUITE 306","TOWSON","MD","","11-JAN-10","12-JAN-10","12-JAN-10","79000","2","39500"
"S0MA00075","COAKLEY, MARTHA","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030213749","MCCARTHY MARCUS HENNINGS","1850 M STREET NW SUITE 235","WASHINGTON","DC","","15-JAN-10","16-JAN-10","16-JAN-10","3000","1","3000"
"S0MA00075","COAKLEY, MARTHA","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030213749","MENTZER MEDIA","600 FAIRMONT AVENUE SUITE 306","TOWSON","MD","","15-JAN-10","16-JAN-10","16-JAN-10","15000","1","15000"
"S0MA00075","COAKLEY, MARTHA","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030213741","MCCARTHY MARCUS HENNINGS","1850 M STREET NW SUITE 235","WASHINGTON","DC","","15-JAN-10","15-JAN-10","15-JAN-10","25000","1","25000"
"S0MA00075","COAKLEY, MARTHA","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030213741","MENTZER MEDIA","600 FAIRMONT AVENUE SUITE 306","TOWSON","MD","","12-JAN-10","15-JAN-10","15-JAN-10","25000","1","25000"
"S0MA00075","COAKLEY, MARTHA","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030213742","MENTZER MEDIA","600 FAIRMONT AVENUE SUITE 306","TOWSON","MD","","14-JAN-10","15-JAN-10","15-JAN-10","85000","1","85000"
"S0MA00075","COAKLEY, MARTHA","S","MA","00","C30001028","AMERICAN FUTURE FUND","10030213742","MENTZER MEDIA","600 FAIRMONT AVENUE SUITE 306","TOWSON","MD","","14-JAN-10","15-JAN-10","15-JAN-10","56000","1","56000"
"H2IN06023","BURTON, DANNY L","H","IN","05","C30001028","AMERICAN FUTURE FUND","10030313110","TEN CAPITOL","12020 SUNRISE VALLEY DRIVE STE 180","RESTON","VA","","20-APR-10","23-APR-10","23-APR-10","11500","1","11500"
"H2IN06023","BURTON, DANNY L","H","IN","05","C30001028","AMERICAN FUTURE FUND","10030313110","TEN CAPITOL","12020 SUNRISE VALLEY DRIVE STE 180","RESTON","VA","","20-APR-10","23-APR-10","23-APR-10","160000","1","160000"
"H2IN06023","BURTON, DANNY L","H","IN","05","C30001028","AMERICAN FUTURE FUND","10030313103","TEN CAPITOL","12020 SUNRISE VALLEY DRIVE STE 180","RESTON","VA","","20-APR-10","23-APR-10","23-APR-10","3000","1","3000"
"H2IN06023","BURTON, DANNY L","H","IN","05","C30001028","AMERICAN FUTURE FUND","10030313103","TEN CAPITOL","12020 SUNRISE VALLEY DRIVE STE 180","RESTON","VA","","20-APR-10","23-APR-10","23-APR-10","39000","1","39000"
"S0KY00156","PAUL, RAND","S","KY","00","C30001028","AMERICAN FUTURE FUND","10030323942","SRCP MEDIA","201 NORTH UNION STREET SUITE 200","ALEXANDRIA","VA","","05-MAY-10","07-MAY-10","07-MAY-10","3000","1","3000"
"S0KY00156","PAUL, RAND","S","KY","00","C30001028","AMERICAN FUTURE FUND","10030323942","SRCP MEDIA","201 NORTH UNION STREET SUITE 200","ALEXANDRIA","VA","","05-MAY-10","07-MAY-10","07-MAY-10","24402","1","24402"
"S0KY00156","PAUL, RAND","S","KY","00","C30001028","AMERICAN FUTURE FUND","10030323935","SRCP MEDIA","201 NORTH UNION STREET SUITE 200","ALEXANDRIA","VA","","05-MAY-10","07-MAY-10","07-MAY-10","13000","1","13000"
"S0KY00156","PAUL, RAND","S","KY","00","C30001028","AMERICAN FUTURE FUND","10030323935","SRCP MEDIA","201 NORTH UNION STREET SUITE 200","ALEXANDRIA","VA","","05-MAY-10","07-MAY-10","07-MAY-10","105000","1","105000"
"S0KY00156","PAUL, RAND","S","KY","00","C30001028","AMERICAN FUTURE FUND","10030331408","SRCP MEDIA","201 NORTH UNION STREET SUITE 200","ALEXANDRIA","VA","","12-MAY-10","13-MAY-10","13-MAY-10","12400","1","12400"
"S0KY00156","PAUL, RAND","S","KY","00","C30001028","AMERICAN FUTURE FUND","10030331401","SRCP MEDIA","201 NORTH UNION STREET SUITE 200","ALEXANDRIA","VA","","12-MAY-10","13-MAY-10","13-MAY-10","35000","1","35000"
"S0KY00156","PAUL, RAND","S","KY","00","C30001028","AMERICAN FUTURE FUND","10030331401","SRCP MEDIA","201 NORTH UNION STREET SUITE 200","ALEXANDRIA","VA","","13-MAY-10","13-MAY-10","13-MAY-10","50000","1","50000"
"H0AZ03396","MOAK, STEVEN CARL","H","AZ","03","C30001028","AMERICAN FUTURE FUND","10030412431","ON MESSAGE INC","815 SLATERS LANE","ALEXANDRIA","VA","","19-AUG-10","19-AUG-10","19-AUG-10","34750","1","34750"
"S0NH00250","BINNIE, WILLIAM H","S","NH","00","C30001028","AMERICAN FUTURE FUND","10030420099","ON MESSAGE INC","815 SLATERS LANE","ALEXANDRIA","VA","","30-AUG-10","31-AUG-10","31-AUG-10","44976","1","44976"
"S0NH00250","BINNIE, WILLIAM H","S","NH","00","C30001028","AMERICAN FUTURE FUND","10030420099","ON MESSAGE INC","815 SLATERS LANE","ALEXANDRIA","VA","","30-AUG-10","31-AUG-10","31-AUG-10","7339","1","7339"
"H6IA01098","BRALEY, BRUCE L","H","IA","01","C30001028","AMERICAN FUTURE FUND","12970371215","MENTZER MEDIA SERVICES INC.","600 FAIRMOUNT AVE STE 306","TOWSON","MD","RADIO ADVERTISEMENT MEDIA PLACEMENT","14-OCT-10","15-OCT-10","15-OCT-10","16972","1","16972"
"H6IA01098","BRALEY, BRUCE L","H","IA","01","C30001028","AMERICAN FUTURE FUND","12970371215","MCCARTHY MARCUS HENNINGS","1850 M STREET STE 235","WASHINGTON","DC","RADIO AD MEDIA PRODUCTION","15-OCT-10","15-OCT-10","15-OCT-10","2300","1","2300"
"H4MA06033","TIERNEY, JOHN F","H","MA","06","C30001028","AMERICAN FUTURE FUND","12970371920","MENTZER MEDIA SERVICES INC.","600 FAIRMOUNT AVE STE 306","TOWSON","MD","RADIO ADVERTISEMENT MEDIA PLACEMENT","26-OCT-10","26-OCT-10","26-OCT-10","59950","1","59950"
"H4MA06033","TIERNEY, JOHN F","H","MA","06","C30001028","AMERICAN FUTURE FUND","12970371920","MCCARTHY MARCUS HENNINGS","1850 M STREET STE 235","WASHINGTON","DC","RADIO ADVERTISEMENT PRODUCTION","26-OCT-10","26-OCT-10","26-OCT-10","2250","1","2250"
"H6IA01098","BRALEY, BRUCE L","H","IA","01","C30001028","AMERICAN FUTURE FUND","11930433240","MENTZER MEDIA SERVICES","600 FAIRMOUNT AVE STE 306","TOWSON","MD","TV AD PLACEMENT (VOTE)","27-SEP-10","29-SEP-10","29-SEP-10","204666","1","204666"
"H6IA01098","BRALEY, BRUCE L","H","IA","01","C30001028","AMERICAN FUTURE FUND","11930433240","MCCARTHY MARCUS HENNINGS","1850 M STREET NW STE 235","WASHINGTON","DC","TV AD PRODUCTION (VOTE)","29-SEP-10","29-SEP-10","29-SEP-10","10900","1","10900"
"H6IA01098","BRALEY, BRUCE L","H","IA","01","C30001028","AMERICAN FUTURE FUND","11930475020","MCCARTHY MARCUS HENNINGS","1850 M STREET NW STE 235","WASHINGTON","DC","TV AD PRODUCTION (ADJOURN)","08-OCT-10","08-OCT-10","08-OCT-10","9647.3","2","4823.65"
"H6IA01098","BRALEY, BRUCE L","H","IA","01","C30001028","AMERICAN FUTURE FUND","11930475020","MCCARTHY MARCUS HENNINGS","1850 M STREET NW STE 235","WASHINGTON","DC","TV AD PRODUCTION (ADJOURN)","08-OCT-10","08-OCT-10","08-OCT-10","9647.3","2","4823.65"
